@relation InstanceResultListener

@attribute Key_Dataset {mnist.meta.minimal}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.meta.FilteredClassifier}
@attribute Key_Scheme_options {'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.AllFilter ‚" -S 1 -W weka.classifiers.functions.Dl4jMlpClassifier -- -S 1 -cache-mode MEMORY -early-stopping ‚"weka.dl4j.earlystopping.EarlyStopping -maxEpochsNoImprovement 0 -valPercentage 0.0‚" -normalization ‚"Standardize training data‚" -iterator ‚"weka.dl4j.iterators.instance.ImageInstanceIterator -height 28 -imagesLocation D:‚‚‚‚Weka-3-9‚‚‚‚data‚‚‚‚image‚‚‚‚Mnist -numChannels 1 -width 28 -bs 1‚" -iteration-listener ‚"weka.dl4j.listener.EpochListener -eval true -n 5‚" -layer ‚"weka.dl4j.layers.ConvolutionLayer -nFilters 8 -mode Truncate -cudnnAlgoMode PREFER_FASTEST -rows 3 -columns 3 -paddingColumns 0 -paddingRows 0 -strideColumns 1 -strideRows 1 -nOut 8 -activation ‚‚‚"weka.dl4j.activations.ActivationLReLU -alpha 0.01‚‚‚" -name ‚‚‚"Convolution layer 1‚‚‚"‚" -layer ‚"weka.dl4j.layers.SubsamplingLayer -mode Truncate -eps 1.0E-8 -rows 2 -columns 2 -paddingColumns 0 -paddingRows 0 -pnorm 1 -poolingType MAX -strideColumns 1 -strideRows 1 -name ‚‚‚"Subsampling layer 1‚‚‚"‚" -layer ‚"weka.dl4j.layers.ConvolutionLayer -nFilters 8 -mode Truncate -cudnnAlgoMode PREFER_FASTEST -rows 3 -columns 3 -paddingColumns 0 -paddingRows 0 -strideColumns 1 -strideRows 1 -nOut 8 -activation ‚‚‚"weka.dl4j.activations.ActivationLReLU -alpha 0.01‚‚‚" -name ‚‚‚"Convolution layer 2‚‚‚"‚" -layer ‚"weka.dl4j.layers.SubsamplingLayer -mode Truncate -eps 1.0E-8 -rows 2 -columns 2 -paddingColumns 0 -paddingRows 0 -pnorm 1 -poolingType MAX -strideColumns 1 -strideRows 1 -name ‚‚‚"Subsampling layer 2‚‚‚"‚" -layer ‚"weka.dl4j.layers.OutputLayer -lossFn ‚‚‚"weka.dl4j.lossfunctions.LossMCXENT ‚‚‚" -nOut 0 -activation ‚‚‚"weka.dl4j.activations.ActivationSoftmax ‚‚‚" -name ‚‚‚"Output layer 2‚‚‚"‚" -logConfig ‚"weka.core.LogConfiguration -append true -dl4jLogLevel WARN -logFile C:‚‚‚‚Users‚‚‚‚bulle‚‚‚‚wekafiles‚‚‚‚wekaDeeplearning4j.log -nd4jLogLevel INFO -wekaDl4jLogLevel INFO‚" -config ‚"weka.dl4j.NeuralNetConfiguration -biasInit 0.0 -biasUpdater ‚‚‚"weka.dl4j.updater.Sgd -lr 0.001 -lrSchedule ‚‚‚‚‚‚‚"weka.dl4j.schedules.ConstantSchedule -scheduleType EPOCH‚‚‚‚‚‚‚"‚‚‚" -dist ‚‚‚"weka.dl4j.distribution.Disabled ‚‚‚" -dropout ‚‚‚"weka.dl4j.dropout.Disabled ‚‚‚" -gradientNormalization None -gradNormThreshold 1.0 -l1 NaN -l2 NaN -minimize -algorithm STOCHASTIC_GRADIENT_DESCENT -updater ‚‚‚"weka.dl4j.updater.Adam -beta1MeanDecay 0.9 -beta2VarDecay 0.999 -epsilon 1.0E-8 -lr 0.001 -lrSchedule ‚‚‚‚‚‚‚"weka.dl4j.schedules.ConstantSchedule -scheduleType EPOCH‚‚‚‚‚‚‚"‚‚‚" -weightInit XAVIER -weightNoise ‚‚‚"weka.dl4j.weightnoise.Disabled ‚‚‚"‚" -numEpochs 10 -queueSize 0 -zooModel ‚"weka.dl4j.zoo.CustomNet ‚"'}
@attribute Key_Scheme_version_ID {-4523450618538717400}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
mnist.meta.minimal,6,6,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1034,378,42,14,28,0,33.333333,66.666667,0,0.257576,0.140454,0.342323,78.042501,114.106299,139.531752,24723.754013,-24584.222262,3.322185,588.66081,-585.338625,40.531632,0.965039,29.048322,0.25,1,0.052632,2,0.947368,36,0.75,3,0.333333,0.25,0.285714,0.224961,0.542763,0.196429,0.333333,0.075865,0.924135,0.666667,?,0.333333,?,?,0.65284,0.250057,?,0.333333,0.096,0.036,0.0625,0.046875,62.5,46.875,91138,32078,16958,45.238095,18.571429,?
mnist.meta.minimal,6,7,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1034,378,42,18,24,0,42.857143,57.142857,0,0.365239,0.118687,0.310867,65.952439,103.628973,139.48928,23634.039874,-23494.550594,3.321173,562.715235,-559.394062,56.72207,1.350525,40.664107,0.5,2,0.105263,4,0.894737,34,0.5,2,0.333333,0.5,0.4,0.331133,0.697368,0.214286,0.428571,0.062284,0.937716,0.571429,0.463095,0.428571,0.437339,0.379949,0.691467,0.401757,0.431429,0.428571,0.157,0.03,0.09375,0,93.75,0,91822,32078,16958,47.619048,16.190476,?
mnist.meta.minimal,6,8,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,16,26,0,38.095238,61.904762,0,0.312343,0.134916,0.339506,74.970866,113.175712,139.48928,25786.770477,-25647.281197,3.321173,613.970726,-610.649552,45.139526,1.074751,32.36057,0.5,2,0.131579,5,0.868421,33,0.5,2,0.285714,0.5,0.363636,0.290191,0.677632,0.190476,0.380952,0.067297,0.932703,0.619048,0.442914,0.380952,0.381358,0.331449,0.650198,0.270125,0.372648,0.380952,0.168,0.019,0.0625,0.015625,62.5,15.625,98662,32078,16958,42.857143,15.238095,?
mnist.meta.minimal,6,9,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,12,30,0,28.571429,71.428571,0,0.207048,0.144735,0.357984,80.421743,119.326718,139.531752,27935.760049,-27796.228298,3.322185,665.137144,-661.814959,38.010711,0.905017,27.241621,0.5,2,0.052632,2,0.947368,36,0.5,2,0.5,0.5,0.5,0.447368,0.703947,0.297619,0.285714,0.078744,0.921256,0.714286,0.29932,0.285714,0.282055,0.211094,0.627032,0.245881,0.283658,0.285714,0.105,0.018,0.078125,0.015625,78.125,15.625,92506,32078,16958,38.095238,15.714286,?
mnist.meta.minimal,6,10,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,13,29,0,30.952381,69.047619,0,0.234444,0.141215,0.349889,78.465736,116.628242,139.531752,26862.326281,-26722.79453,3.322185,639.579197,-636.257013,40.509843,0.96452,29.032706,0.2,1,0.027027,1,0.972973,36,0.8,4,0.5,0.2,0.285714,0.263038,0.589189,0.295238,0.309524,0.074815,0.925185,0.690476,0.304989,0.309524,0.282535,0.2244,0.636439,0.221419,0.283268,0.309524,0.128,0.019,0.078125,0.015625,78.125,15.625,87034,32078,16958,40.47619,16.904762,?
mnist.meta.minimal,7,1,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,16,26,0,38.095238,61.904762,0,0.310606,0.123989,0.327255,68.903358,109.101108,139.44108,21501.664842,-21362.223762,3.320026,511.944401,-508.624375,52.057143,1.239456,37.332716,0.5,2,0.026316,1,0.973684,37,0.5,2,0.666667,0.5,0.571429,0.539906,0.723684,0.339286,0.380952,0.068829,0.931171,0.619048,0.335119,0.380952,0.349701,0.287545,0.694892,0.309524,0.340098,0.380952,0.114,0.02,0.0625,0.015625,62.5,15.625,89086,32078,16958,50,18.571429,?
mnist.meta.minimal,7,2,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,13,29,0,30.952381,69.047619,0,0.23203,0.131661,0.332517,73.171693,110.862837,139.407876,23644.470265,-23505.062389,3.319235,562.963578,-559.644343,46.878176,1.116147,33.626634,0.25,1,0.131579,5,0.868421,33,0.75,3,0.166667,0.25,0.2,0.09934,0.5625,0.196429,0.309524,0.076238,0.923762,0.690476,0.287302,0.309524,0.296825,0.223056,0.678436,0.328942,0.286667,0.309524,0.111,0.02,0.046875,0.015625,46.875,15.625,91138,32078,16958,47.619048,17.142857,?
mnist.meta.minimal,7,3,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,16,26,0,38.095238,61.904762,0,0.311041,0.123143,0.319111,68.437735,106.393029,139.407876,22565.761507,-22426.353631,3.319235,537.280036,-533.960801,54.645867,1.301092,39.198551,0.5,2,0.131579,5,0.868421,33,0.5,2,0.285714,0.5,0.363636,0.290191,0.700658,0.464286,0.380952,0.070142,0.929858,0.619048,0.573507,0.380952,0.409008,0.377966,0.695743,0.368367,0.40803,0.380952,0.116,0.02,0.0625,0,62.5,0,88402,32078,16958,50,17.380952,?
mnist.meta.minimal,7,4,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,17,25,0,40.47619,59.52381,0,0.337957,0.121417,0.316795,67.478457,105.621057,139.407876,22565.767851,-22426.359976,3.319235,537.280187,-533.960952,55.884383,1.330581,40.086963,1,4,0.105263,4,0.894737,34,0,0,0.5,1,0.666667,0.668856,0.947368,0.571429,0.404762,0.06479,0.93521,0.595238,?,0.404762,?,?,0.672103,0.343991,?,0.404762,0.096,0.017,0.078125,0.015625,78.125,15.625,90454,32078,16958,50,19.761905,?
mnist.meta.minimal,7,5,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,21,21,0,50,50,0,0.443884,0.104556,0.295909,58.096327,98.635262,139.522041,19340.919821,-19201.39778,3.321953,460.498091,-457.176138,68.018558,1.619489,48.75112,0.25,1,0.052632,2,0.947368,36,0.75,3,0.333333,0.25,0.285714,0.224961,0.569079,0.196429,0.5,0.056899,0.943101,0.5,0.519785,0.5,0.47981,0.44234,0.737062,0.442328,0.481823,0.5,0.097,0.016,0.078125,0,78.125,0,92506,32078,16958,57.142857,14.761905,?
mnist.meta.minimal,7,6,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,19,23,0,45.238095,54.761905,0,0.391304,0.116047,0.316302,64.468128,105.408976,139.645916,23633.443354,-23493.797437,3.324903,562.701032,-559.376129,57.624777,1.372019,41.264921,0,0,0.157895,6,0.842105,32,1,4,0,0,0,-0.132453,0.421053,0.095238,0.452381,0.061912,0.938088,0.547619,0.488095,0.452381,0.457445,0.40353,0.693245,0.381633,0.464206,0.452381,0.13,0.018,0.0625,0.015625,62.5,15.625,97978,32078,16958,47.619048,15.47619,?
mnist.meta.minimal,7,7,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,22,20,0,52.380952,47.619048,0,0.469697,0.107459,0.297365,59.696949,99.097975,139.645916,20413.355566,-20273.70965,3.324903,486.032275,-482.707373,65.857015,1.568024,47.160001,0.6,3,0.027027,1,0.972973,36,0.4,2,0.75,0.6,0.666667,0.632118,0.794595,0.647619,0.52381,0.055104,0.944896,0.47619,0.585261,0.52381,0.519719,0.485471,0.719197,0.405045,0.521346,0.52381,0.096,0.017,0.0625,0,62.5,0,86350,32078,16958,54.761905,18.095238,?
mnist.meta.minimal,7,8,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,15,27,0,35.714286,64.285714,0,0.282732,0.125011,0.330108,69.476324,110.059698,139.407876,22569.57867,-22430.170794,3.319235,537.370921,-534.051686,51.984364,1.237723,37.289402,1,4,0.105263,4,0.894737,34,0,0,0.5,1,0.666667,0.668856,0.914474,0.416667,0.357143,0.074782,0.925218,0.642857,0.324688,0.357143,0.320251,0.261973,0.691763,0.295729,0.316392,0.357143,0.097,0.018,0.046875,0.015625,46.875,15.625,96610,32078,16958,50,15.238095,?
mnist.meta.minimal,7,9,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,17,25,0,40.47619,59.52381,0,0.336702,0.123271,0.32628,68.495084,108.758764,139.531752,25780.240644,-25640.708893,3.322185,613.815253,-610.493069,51.763911,1.232474,37.098303,0.25,1,0.026316,1,0.973684,37,0.75,3,0.5,0.25,0.333333,0.308327,0.585526,0.321429,0.404762,0.068347,0.931653,0.595238,0.438294,0.404762,0.407175,0.349119,0.66289,0.370181,0.405995,0.404762,0.102,0.023,0.046875,0.015625,46.875,15.625,89086,32078,16958,42.857143,16.190476,?
mnist.meta.minimal,7,10,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,12,30,0,28.571429,71.428571,0,0.20904,0.143253,0.352515,79.608848,117.522125,139.44108,24724.311945,-24584.870865,3.320026,588.674094,-585.354068,38.351486,0.913131,27.503722,0.25,1,0.052632,2,0.947368,36,0.75,3,0.333333,0.25,0.285714,0.224961,0.605263,0.321429,0.285714,0.07331,0.92669,0.714286,0.39418,0.285714,0.307573,0.252651,0.652695,0.307013,0.28823,0.285714,0.097,0.017,0.0625,0.015625,62.5,15.625,90454,32078,16958,42.857143,17.380952,?
mnist.meta.minimal,8,1,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,15,27,0,35.714286,64.285714,0,0.286344,0.132069,0.344969,73.418588,115.050146,139.235801,28999.1384,-28859.902599,3.315138,690.455676,-687.140538,44.380348,1.056675,31.874236,0.5,2,0,0,1,38,0.5,2,1,0.5,0.666667,0.689202,0.75,0.547619,0.357143,0.070022,0.929978,0.642857,0.436395,0.357143,0.371841,0.316048,0.625072,0.301304,0.370108,0.357143,0.097,0.016,0.0625,0,62.5,0,94558,32078,16958,35.714286,15.952381,?
mnist.meta.minimal,8,2,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,14,28,0,33.333333,66.666667,0,0.259446,0.134726,0.344573,74.875238,114.882406,139.407876,25789.233472,-25649.825596,3.319235,614.029368,-610.710133,44.287377,1.054461,31.768203,0,0,0.052632,2,0.947368,36,1,4,0,0,0,-0.072548,0.575658,0.133929,0.333333,0.073732,0.926268,0.666667,0.263719,0.333333,0.279856,0.221717,0.65803,0.267574,0.281349,0.333333,0.103,0.017,0.03125,0,31.25,0,91138,32078,16958,40.47619,15.238095,?
mnist.meta.minimal,8,3,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-4523450618538717400,20200518.1035,378,42,15,27,0,35.714286,64.285714,0,0.287241,0.131939,0.325389,73.326359,108.486415,139.407876,22572.082458,-22432.674583,3.319235,537.430535,-534.1113,50.229819,1.195948,36.030833,0.5,2,0.157895,6,0.842105,32,0.5,2,0.25,0.5,0.333333,0.255739,0.697368,0.297619,0.357143,0.069803,0.930197,0.642857,?,0.357143,?,?,0.679672,0.293917,?,0.357143,0.125,0.027,0.109375,0.03125,109.375,31.25,91138,32078,16958,50,18.809524,?
