@relation InstanceResultListener

@attribute Key_Dataset {mnist.meta.minimal}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.meta.FilteredClassifier}
@attribute Key_Scheme_options {'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-F ‚"weka.filters.AllFilter ‚" -S 1 -W weka.classifiers.functions.Dl4jMlpClassifier -- -S 1 -cache-mode MEMORY -early-stopping ‚"weka.dl4j.earlystopping.EarlyStopping -maxEpochsNoImprovement 0 -valPercentage 0.0‚" -normalization ‚"Standardize training data‚" -iterator ‚"weka.dl4j.iterators.instance.ImageInstanceIterator -height 28 -imagesLocation D:‚‚‚‚Weka-3-9‚‚‚‚data‚‚‚‚image‚‚‚‚Mnist -numChannels 1 -width 28 -bs 1‚" -iteration-listener ‚"weka.dl4j.listener.EpochListener -eval true -n 5‚" -layer ‚"weka.dl4j.layers.ConvolutionLayer -nFilters 8 -mode Truncate -cudnnAlgoMode PREFER_FASTEST -rows 3 -columns 3 -paddingColumns 0 -paddingRows 0 -strideColumns 1 -strideRows 1 -nOut 8 -activation ‚‚‚"weka.dl4j.activations.ActivationLReLU -alpha 0.01‚‚‚" -name ‚‚‚"Convolution layer 1‚‚‚"‚" -layer ‚"weka.dl4j.layers.SubsamplingLayer -mode Truncate -eps 1.0E-8 -rows 2 -columns 2 -paddingColumns 0 -paddingRows 0 -pnorm 1 -poolingType MAX -strideColumns 1 -strideRows 1 -name ‚‚‚"Subsampling layer 1‚‚‚"‚" -layer ‚"weka.dl4j.layers.ConvolutionLayer -nFilters 8 -mode Truncate -cudnnAlgoMode PREFER_FASTEST -rows 3 -columns 3 -paddingColumns 0 -paddingRows 0 -strideColumns 1 -strideRows 1 -nOut 8 -activation ‚‚‚"weka.dl4j.activations.ActivationLReLU -alpha 0.01‚‚‚" -name ‚‚‚"Convolution layer 2‚‚‚"‚" -layer ‚"weka.dl4j.layers.SubsamplingLayer -mode Truncate -eps 1.0E-8 -rows 2 -columns 2 -paddingColumns 0 -paddingRows 0 -pnorm 1 -poolingType MAX -strideColumns 1 -strideRows 1 -name ‚‚‚"Subsampling layer 2‚‚‚"‚" -layer ‚"weka.dl4j.layers.OutputLayer -lossFn ‚‚‚"weka.dl4j.lossfunctions.LossMCXENT ‚‚‚" -nOut 0 -activation ‚‚‚"weka.dl4j.activations.ActivationSoftmax ‚‚‚" -name ‚‚‚"Output layer 2‚‚‚"‚" -logConfig ‚"weka.core.LogConfiguration -append true -dl4jLogLevel WARN -logFile C:‚‚‚‚Users‚‚‚‚bulle‚‚‚‚wekafiles‚‚‚‚wekaDeeplearning4j.log -nd4jLogLevel INFO -wekaDl4jLogLevel INFO‚" -config ‚"weka.dl4j.NeuralNetConfiguration -biasInit 0.0 -biasUpdater ‚‚‚"weka.dl4j.updater.Sgd -lr 0.001 -lrSchedule ‚‚‚‚‚‚‚"weka.dl4j.schedules.ConstantSchedule -scheduleType EPOCH‚‚‚‚‚‚‚"‚‚‚" -dist ‚‚‚"weka.dl4j.distribution.Disabled ‚‚‚" -dropout ‚‚‚"weka.dl4j.dropout.Disabled ‚‚‚" -gradientNormalization None -gradNormThreshold 1.0 -l1 NaN -l2 NaN -minimize -algorithm STOCHASTIC_GRADIENT_DESCENT -updater ‚‚‚"weka.dl4j.updater.Adam -beta1MeanDecay 0.9 -beta2VarDecay 0.999 -epsilon 1.0E-8 -lr 0.001 -lrSchedule ‚‚‚‚‚‚‚"weka.dl4j.schedules.ConstantSchedule -scheduleType EPOCH‚‚‚‚‚‚‚"‚‚‚" -weightInit XAVIER -weightNoise ‚‚‚"weka.dl4j.weightnoise.Disabled ‚‚‚"‚" -numEpochs 10 -queueSize 0 -zooModel ‚"weka.dl4j.zoo.CustomNet ‚"'}
@attribute Key_Scheme_version_ID {-4523450618538717400}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
mnist.meta.minimal,4,2,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1046,378,42,30,12,0,71.428571,28.571429,0,0.68262,0.083477,0.232346,46.393008,77.465162,139.407876,78.513916,60.89396,3.319235,1.869379,1.449856,90.319593,2.150466,64.788013,1,4,0.052632,2,0.947368,36,0,0,0.666667,1,0.8,0.794719,0.980263,0.804167,0.714286,0.031498,0.968502,0.285714,0.707937,0.714286,0.691445,0.672185,0.930383,0.700487,0.696147,0.714286,11.665,0.018,11.34375,0,11343.75,0,244293,32078,16958,85.714286,20.238095,?
mnist.meta.minimal,4,3,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1046,378,42,28,14,0,66.666667,33.333333,0,0.629723,0.072256,0.227512,40.157253,75.853748,139.407876,77.788442,61.619434,3.319235,1.852106,1.467129,93.861096,2.234788,67.328403,0.75,3,0.052632,2,0.947368,36,0.25,1,0.6,0.75,0.666667,0.632118,0.940789,0.826923,0.666667,0.03651,0.96349,0.333333,0.687302,0.666667,0.64881,0.627723,0.940171,0.732399,0.65,0.666667,11.35,0.023,10.96875,0.015625,10968.75,15.625,244293,32078,16958,85.714286,17.380952,?
mnist.meta.minimal,4,4,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1046,378,42,28,14,0,66.666667,33.333333,0,0.62949,0.077623,0.236059,43.131009,78.685242,139.531752,91.617725,47.914026,3.322185,2.181374,1.14081,89.422655,2.129111,64.087675,1,4,0.052632,2,0.947368,36,0,0,0.666667,1,0.8,0.794719,0.986842,0.8875,0.666667,0.035799,0.964201,0.333333,0.639683,0.666667,0.639456,0.61349,0.943575,0.775841,0.629206,0.666667,10.92,0.021,10.765625,0.015625,10765.625,15.625,244293,32078,16958,83.333333,17.380952,?
mnist.meta.minimal,4,5,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1046,378,42,26,16,0,61.904762,38.095238,0,0.576826,0.077543,0.239688,43.086624,79.894974,139.531752,96.754429,42.777322,3.322185,2.303677,1.018508,88.465084,2.106312,63.4014,0.75,3,0.026316,1,0.973684,37,0.25,1,0.75,0.75,0.75,0.723684,0.907895,0.805556,0.619048,0.041523,0.958477,0.380952,0.624036,0.619048,0.606571,0.57447,0.931484,0.73671,0.605649,0.619048,10.999,0.043,10.8125,0.046875,10812.5,46.875,244293,32078,16958,83.333333,17.380952,?
mnist.meta.minimal,4,6,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1046,378,42,30,12,0,71.428571,28.571429,0,0.68242,0.062274,0.206666,34.609137,68.903306,139.407876,63.664071,75.743805,3.319235,1.515811,1.803424,101.061852,2.406235,72.493646,0.75,3,0.052632,2,0.947368,36,0.25,1,0.6,0.75,0.666667,0.632118,0.980263,0.854167,0.714286,0.031498,0.968502,0.285714,0.709524,0.714286,0.703704,0.677113,0.969078,0.844681,0.701667,0.714286,10.804,0.019,10.5625,0.03125,10562.5,31.25,244293,32078,16958,88.095238,17.142857,?
mnist.meta.minimal,4,7,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1047,378,42,27,15,0,64.285714,35.714286,0,0.601266,0.078174,0.231237,43.449157,77.102024,139.359676,104.258544,35.101133,3.318088,2.482346,0.835741,93.463699,2.225326,67.06653,0.8,4,0,0,1,37,0.2,1,1,0.8,0.888889,0.88258,1,1,0.642857,0.041187,0.958813,0.357143,?,0.642857,?,?,0.915319,0.716772,?,0.642857,10.797,0.018,10.578125,0,10578.125,0,244293,32078,16958,85.714286,17.619048,?
mnist.meta.minimal,4,8,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1047,378,42,29,13,0,69.047619,30.952381,0,0.655738,0.078485,0.237401,43.624731,79.163349,139.317204,112.506502,26.810702,3.317076,2.678726,0.63835,91.207531,2.171608,65.467529,0.5,2,0.026316,1,0.973684,37,0.5,2,0.666667,0.5,0.571429,0.539906,0.855263,0.691667,0.690476,0.034077,0.965923,0.309524,0.694841,0.690476,0.684567,0.655068,0.917987,0.719678,0.682576,0.690476,10.759,0.018,10.59375,0.015625,10593.75,15.625,244293,32078,16958,78.571429,16.904762,?
mnist.meta.minimal,4,9,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1047,378,42,28,14,0,66.666667,33.333333,0,0.629723,0.070098,0.216878,38.944119,72.281019,139.603445,110.16534,29.438104,3.323892,2.622984,0.700907,94.781983,2.256714,67.893728,0.75,3,0.131579,5,0.868421,33,0.25,1,0.375,0.75,0.5,0.462298,0.881579,0.5375,0.666667,0.03651,0.96349,0.333333,0.703968,0.666667,0.663076,0.639999,0.921882,0.77424,0.66373,0.666667,10.238,0.021,10.125,0.015625,10125,15.625,244293,32078,16958,83.333333,18.095238,?
mnist.meta.minimal,4,10,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1047,378,42,32,10,0,76.190476,23.809524,0,0.73535,0.057663,0.186633,32.033539,62.19604,139.645916,52.371738,87.274178,3.324903,1.246946,2.077957,106.530623,2.536443,76.286243,0.5,2,0.078947,3,0.921053,35,0.5,2,0.4,0.5,0.444444,0.381656,0.868421,0.591667,0.761905,0.025774,0.974226,0.238095,0.822676,0.761905,0.756868,0.751051,0.967385,0.866156,0.752489,0.761905,11.152,0.022,10.859375,0,10859.375,0,244293,32078,16958,92.857143,18.095238,?
mnist.meta.minimal,5,1,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1047,378,42,31,11,0,73.809524,26.190476,0,0.708149,0.065943,0.214212,36.641269,71.403082,139.522041,85.207747,54.314294,3.321953,2.028756,1.293197,98.412352,2.343151,70.535344,1,4,0.026316,1,0.973684,37,0,0,0.8,1,0.888889,0.88258,1,1,0.738095,0.031836,0.968164,0.261905,0.810544,0.738095,0.724826,0.722519,0.944659,0.804647,0.730765,0.738095,11.173,0.025,11.03125,0,11031.25,0,244293,32078,16958,88.095238,17.857143,?
mnist.meta.minimal,5,2,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,33,9,0,78.571429,21.428571,0,0.761514,0.057122,0.19062,31.74595,63.553478,139.407876,77.757506,61.65037,3.319235,1.851369,1.467866,105.399579,2.509514,75.605183,0.5,2,0.026316,1,0.973684,37,0.5,2,0.666667,0.5,0.571429,0.539906,0.828947,0.606203,0.785714,0.023268,0.976732,0.214286,0.824603,0.785714,0.768467,0.766308,0.949841,0.851112,0.759163,0.785714,10.83,0.03,10.5,0.015625,10500,15.625,244293,32078,16958,85.714286,16.666667,?
mnist.meta.minimal,5,3,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,28,14,0,66.666667,33.333333,0,0.628788,0.073833,0.226152,41.033624,75.400176,139.407876,95.903223,43.504652,3.319235,2.28341,1.035825,93.253152,2.220313,66.892313,1,4,0.052632,2,0.947368,36,0,0,0.666667,1,0.8,0.794719,0.993421,0.95,0.666667,0.037221,0.962779,0.333333,0.6125,0.666667,0.623548,0.599041,0.92151,0.726297,0.613272,0.666667,11.03,0.034,10.875,0.03125,10875,31.25,244293,32078,16958,83.333333,17.857143,?
mnist.meta.minimal,5,4,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,26,16,0,61.904762,38.095238,0,0.576293,0.082445,0.247877,45.819464,82.643464,139.407876,112.873569,26.534306,3.319235,2.687466,0.631769,86.433,2.057929,62.000084,0.75,3,0,0,1,38,0.25,1,1,0.75,0.857143,0.85485,0.973684,0.875,0.619048,0.042234,0.957766,0.380952,0.580952,0.619048,0.592441,0.556389,0.915075,0.684243,0.587063,0.619048,11.365,0.022,11.125,0.015625,11125,15.625,244293,32078,16958,76.190476,16.904762,?
mnist.meta.minimal,5,5,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,26,16,0,61.904762,38.095238,0,0.577358,0.078152,0.235989,43.430604,78.674541,139.44108,86.778735,52.662345,3.320026,2.06616,1.253865,88.994651,2.11892,63.822405,1,4,0.105263,4,0.894737,34,0,0,0.5,1,0.666667,0.668856,0.973684,0.875,0.619048,0.040811,0.959189,0.380952,0.69093,0.619048,0.606736,0.594231,0.942368,0.771425,0.611537,0.619048,10.772,0.019,10.703125,0.015625,10703.125,15.625,244293,32078,16958,83.333333,19.285714,?
mnist.meta.minimal,5,6,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,23,19,0,54.761905,45.238095,0,0.495894,0.093283,0.272389,51.839667,90.809799,139.44108,141.221041,-1.779961,3.320026,3.362406,-0.04238,77.196197,1.838005,55.361158,0.5,2,0.026316,1,0.973684,37,0.5,2,0.666667,0.5,0.571429,0.539906,0.868421,0.638889,0.547619,0.0505,0.9495,0.452381,0.565873,0.547619,0.550402,0.504381,0.894284,0.683503,0.539084,0.547619,10.419,0.021,10.390625,0.015625,10390.625,15.625,244293,32078,16958,69.047619,16.904762,?
mnist.meta.minimal,5,7,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1048,378,42,31,11,0,73.809524,26.190476,0,0.708517,0.056514,0.199696,31.401922,66.564458,139.531752,66.146628,73.385123,3.322185,1.57492,1.747265,104.223568,2.481514,74.695234,0.75,3,0.026316,1,0.973684,37,0.25,1,0.75,0.75,0.75,0.723684,0.973684,0.875,0.738095,0.028991,0.971009,0.261905,0.751134,0.738095,0.732736,0.711786,0.958562,0.829082,0.726645,0.738095,10.232,0.024,10.171875,0.015625,10171.875,15.625,244293,32078,16958,85.714286,15,?
mnist.meta.minimal,5,8,weka.classifiers.meta.FilteredClassifier,'-F ‚"weka.filters.MultiFilter -F ‚‚‚"weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter -D D:‚‚‚‚‚‚‚‚Weka-3-9‚‚‚‚‚‚‚‚data‚‚‚‚‚‚‚‚image‚‚‚‚‚‚‚‚Mnist‚‚‚" -F ‚‚‚"weka.filters.unsupervised.attribute.Remove -R 1‚‚‚"‚" -S 1 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-4523450618538717400,20200518.1049,378,42,30,12,0,71.428571,28.571429,0,0.681617,0.064741,0.216833,35.980564,72.293087,139.407876,73.828496,65.57938,3.319235,1.757821,1.561414,99.362201,2.365767,71.274453,0.75,3,0.026316,1,0.973684,37,0.25,1,0.75,0.75,0.75,0.723684,0.973684,0.679167,0.714286,0.03292,0.96708,0.285714,0.77551,0.714286,0.716172,0.701712,0.952804,0.825761,0.712965,0.714286,10.149,0.02,10.09375,0.015625,10093.75,15.625,244293,32078,16958,83.333333,15.47619,?
